Timestamp,Alpha,Beta,Theta
2023-12-06 16:12:15,129.49014263919884,847.7015629133821,183.9146436889616
2023-12-06 16:12:20,151.0735618575871,1358.23871046013,507.7389540729097
2023-12-06 16:12:25,139.51342873247262,1114.837405891774,331.88899782939245
2023-12-06 16:12:30,341.7169311059042,1065.8010274956755,1091.1888164229276
2023-12-06 16:12:35,120.45150896620066,1087.5251682226217,323.25342241444883
2023-12-06 16:12:40,125.8748042052802,929.6379010165995,209.93493944572893
2023-12-06 16:12:45,202.3300403830968,1039.8693090641336,245.66313441657104
2023-12-06 16:12:50,192.03544010212659,989.8551540710198,742.5658172374067
2023-12-06 16:12:55,246.9481605026499,1196.3540616132075,556.8672843087878
2023-12-06 16:13:00,168.4105290849813,1318.4923115729912,332.6276843143254
2023-12-06 16:13:05,615.0252154159665,1433.9254060471937,1012.3021151030249
